type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
INFJ,50,6971,1205,7,7,1,0,1.0
INFJ,50,6992,1206,0,18,2,0,1.0
ISFJ,50,6535,1076,2,10,5,0,1.0
INTJ,50,7360,1264,2,15,0,0,1.0
INTP,50,7616,1281,2,6,3,0,1.0
INFP,31,4485,793,1,3,1,0,1.0
INTP,50,7576,1297,1,13,4,3,0.9996040126715945
INTP,50,5743,991,1,10,8,2,0.9996517499564688
ISTJ,50,9028,1490,1,23,1,0,1.0
INTJ,50,9061,1609,0,15,33,0,1.0
ENFP,50,7295,1178,3,2,0,1,0.9998629198080877
INTP,50,6531,1142,1,11,7,0,1.0
INTP,50,9367,1482,1,6,0,2,0.999786484466745
INFP,50,9291,1513,5,12,6,10,0.9989236895920783
ENTP,35,6369,1099,0,11,41,0,1.0
INTJ,50,8546,1479,0,9,0,0,1.0
INTJ,38,5921,959,5,16,2,1,0.9998311096098632
INTJ,50,9024,1526,0,17,1,0,1.0
INTJ,50,6508,1071,0,11,3,0,1.0
INFP,50,5678,989,1,9,1,0,1.0
INFP,43,8200,1475,0,2,3,0,1.0
ESTP,50,6188,971,7,9,1,0,1.0
INFP,50,7852,1320,4,14,18,0,1.0
ENFJ,19,2448,402,2,3,1,0,1.0
INTP,40,5339,768,0,3,0,0,1.0
ENFJ,50,5545,848,11,25,6,0,1.0
ISFJ,50,9395,1694,0,0,9,0,1.0
ENFP,50,6981,1240,2,23,31,0,1.0
ISTJ,50,9475,1598,0,4,3,0,1.0
INFP,50,7659,1423,0,9,8,0,1.0
INFP,50,6298,976,12,17,18,0,1.0
ISTP,39,4220,750,0,10,0,0,1.0
INFP,50,6957,1208,0,7,1,0,1.0
ENTP,48,8610,1492,0,7,1,0,1.0
INFP,50,7956,1390,1,4,1,0,1.0
INFJ,50,4854,607,22,35,1,0,1.0
INFP,50,9085,1615,0,9,28,0,1.0
INFP,50,7988,1386,1,8,63,0,1.0
INTJ,50,7826,1397,0,23,2,0,1.0
INFP,50,7527,1301,0,7,0,0,1.0
INFP,50,9464,1659,0,7,5,0,1.0
ENFP,50,7008,1278,3,13,41,0,1.0
INTP,50,7121,1226,1,11,0,0,1.0
ENTP,50,9483,1666,0,12,3,0,1.0
INFJ,50,6580,1112,0,9,7,0,1.0
INFJ,50,9064,1578,1,3,18,0,1.0
ISTP,50,6050,1031,1,2,7,0,1.0
ISTP,50,5013,665,16,17,1,0,1.0
INFP,33,3998,647,0,2,28,0,1.0
INFP,50,7995,1395,2,8,8,1,0.9998749218261413
INTP,50,8469,1431,0,2,2,0,1.0
INFJ,32,5571,989,0,6,1,0,1.0
ENFP,50,8730,1592,0,6,22,0,1.0
INFJ,50,2455,347,1,6,1,0,1.0
INFJ,50,7404,1299,3,3,1,0,1.0
ESTP,50,8448,1494,0,21,6,0,1.0
INFJ,50,7422,1245,3,4,12,0,1.0
INTP,50,7417,1258,0,10,0,0,1.0
ENTP,50,6689,1120,0,16,1,0,1.0
INFP,50,7709,1358,0,12,0,2,0.999740562978337
INFJ,50,4256,702,0,7,11,0,1.0
INFJ,50,7565,1277,2,12,0,0,1.0
INTJ,50,7395,1258,0,7,3,1,0.9998647734956051
ISFP,50,7088,1280,2,12,6,0,1.0
INFP,50,8971,1610,1,14,11,0,1.0
INFP,50,9239,1702,1,4,9,0,1.0
ENTP,50,8230,1375,0,8,4,1,0.9998784933171324
INTJ,50,3591,573,0,3,3,3,0.9991645781119465
ENTP,50,5493,972,1,9,2,0,1.0
INTP,50,8446,1384,4,16,1,0,1.0
INTJ,41,7629,1289,1,7,9,0,1.0
INTP,50,7872,1351,3,16,3,0,1.0
ENFJ,50,7899,1399,1,8,0,0,1.0
ISTP,50,5304,824,4,18,2,0,1.0
ENTP,50,7150,1193,5,6,2,0,1.0
INFJ,50,7585,1309,5,8,25,0,1.0
INFJ,50,7870,1407,1,8,7,1,0.9998729351969504
INTJ,44,7151,1249,1,11,0,0,1.0
ISFP,50,5891,988,6,10,0,0,1.0
INFP,48,6927,1184,4,9,3,0,1.0
ENTP,50,8539,1499,0,9,6,0,1.0
INTJ,50,7917,1333,3,5,0,0,1.0
INFP,42,7421,1328,1,19,10,0,1.0
INTP,50,7376,1193,1,14,2,0,1.0
INTJ,50,7593,1262,4,16,6,0,1.0
ENFP,50,8216,1466,0,7,6,0,1.0
INTP,49,6376,1045,5,8,13,1,0.9998431618569636
ISTP,50,9313,1616,0,7,18,0,1.0
INTP,50,8808,1471,2,10,10,0,1.0
INTP,50,8288,1409,0,5,7,0,1.0
INTP,50,8600,1508,1,8,1,0,1.0
INTP,50,5494,793,11,22,2,0,1.0
INTJ,50,8992,1550,1,9,1,0,1.0
INFP,50,6462,1016,10,14,5,0,1.0
INFJ,50,7518,1280,0,7,9,0,1.0
INTJ,50,6292,885,13,23,2,0,1.0
INFJ,50,8352,1355,10,17,3,0,1.0
INFP,50,6864,1122,1,5,2,1,0.9998543123543123
INFP,34,2116,237,6,3,1,0,1.0
ESFP,50,7962,1352,3,10,5,0,1.0
ENFJ,50,7091,1257,0,19,4,0,1.0
INTJ,50,7535,1321,0,9,9,0,1.0
INFJ,50,6142,992,10,14,18,0,1.0
INTP,50,9089,1628,0,2,7,0,1.0
ENTP,50,7334,1194,0,3,2,0,1.0
ISTP,50,5411,860,5,7,1,0,1.0
INTJ,50,7112,1157,7,18,2,0,1.0
ESTJ,50,5651,911,3,10,1,0,1.0
INTJ,50,5944,987,0,1,1,0,1.0
ENTP,50,6563,1033,11,38,33,1,0.9998476306567119
INFJ,50,8187,1367,14,20,3,0,1.0
INFP,50,8719,1555,4,12,11,0,1.0
ENFJ,50,8192,1357,10,13,1,0,1.0
INFP,50,9507,1758,2,8,1,0,1.0
INFJ,50,8935,1637,0,3,0,0,1.0
INTJ,50,6483,1105,3,13,3,0,1.0
ENFJ,50,8033,1451,0,13,6,0,1.0
INFJ,50,7529,1347,1,8,0,0,1.0
INFJ,50,8758,1495,2,14,0,0,1.0
ENFP,50,8122,1411,2,11,46,1,0.9998768776163507
INFJ,50,8260,1427,2,3,2,1,0.9998789346246973
ISTP,50,7576,1320,1,11,5,0,1.0
INFJ,50,7209,1215,4,9,3,0,1.0
ISTP,50,6348,1067,1,3,0,0,1.0
INTP,50,8055,1413,2,9,1,0,1.0
INFP,50,7622,1340,3,12,8,0,1.0
INTP,50,6931,1241,2,12,7,0,1.0
INTJ,50,6969,1058,14,17,12,0,1.0
ENTP,50,8875,1645,0,12,7,0,1.0
ENTJ,50,8687,1422,0,8,5,6,0.9993093127662024
INTJ,50,8036,1397,0,12,11,0,1.0
INFJ,50,4740,711,4,17,14,0,1.0
INFP,50,6974,1203,0,3,4,0,1.0
ENTP,50,7260,1260,1,10,11,0,1.0
ENTJ,50,7545,1305,0,12,10,0,1.0
INFJ,50,8474,1452,0,9,2,0,1.0
ENFP,50,8655,1494,0,4,4,0,1.0
ISTP,50,9637,1612,1,15,0,3,0.9996886998028433
ENFP,50,7540,1178,6,10,25,17,0.9977453580901857
INFP,50,8953,1529,0,14,13,0,1.0
ENFP,50,8470,1404,3,16,7,0,1.0
ISFP,50,4464,665,6,11,2,0,1.0
ENTJ,50,7228,1210,2,11,1,0,1.0
INTJ,25,3494,576,1,2,14,63,0.9819690898683457
ENTP,50,5768,670,25,22,7,35,0.9939320388349514
ENTP,50,9304,1606,0,9,10,0,1.0
ENFP,50,8999,1707,0,8,0,37,0.9958884320480054
ISFP,50,6913,1235,0,3,14,0,1.0
INFP,50,7466,1297,4,10,3,0,1.0
ENTP,50,7681,1306,0,5,9,0,1.0
ISFJ,50,9012,1520,1,5,7,0,1.0
ISFJ,50,7593,1406,0,10,4,0,1.0
INFJ,50,8452,1482,2,15,20,6,0.9992901088499764
INTP,50,6656,1100,0,9,0,12,0.9981971153846154
INFJ,50,4943,802,2,37,59,55,0.988873153955088
INFP,50,8701,1545,2,5,1,5,0.9994253534076543
ESTP,43,5635,975,2,6,6,0,1.0
INFP,50,9095,1601,0,7,3,0,1.0
INFJ,37,3137,492,3,0,20,6,0.9980873445967485
INTP,38,5166,829,6,20,0,0,1.0
INFP,50,6786,1205,0,10,16,0,1.0
INTP,50,7121,1190,2,8,2,0,1.0
ENFP,50,8188,1462,0,18,5,9,0.9989008304836345
INFP,50,5864,1031,0,13,8,2,0.9996589358799455
ISFP,50,7937,1370,0,7,0,0,1.0
ISTP,50,6675,956,13,24,0,0,1.0
INFJ,50,8257,1454,0,7,7,0,1.0
INTJ,50,6846,854,42,27,11,13,0.9981010809231669
INFJ,50,9783,1651,0,2,1,0,1.0
INFJ,45,7774,1321,3,15,2,0,1.0
INFJ,50,7687,1381,1,5,6,0,1.0
ENTJ,50,9158,1580,2,10,4,0,1.0
INTP,50,7626,1334,0,15,1,95,0.9875426173616575
ISFP,50,8225,1470,2,3,16,0,1.0
ISFP,50,5450,629,22,40,10,3,0.9994495412844037
INFJ,50,7147,1237,3,8,14,3,0.9995802434587939
INFP,50,8912,1575,2,10,8,0,1.0
INFP,50,7331,1222,1,7,0,0,1.0
ISTJ,36,3388,490,5,11,0,0,1.0
INFJ,50,7555,1270,0,9,4,0,1.0
ENFP,50,9197,1590,0,9,31,0,1.0
INTJ,50,9688,1716,0,12,0,0,1.0
ENTP,50,5686,941,1,19,17,1,0.9998241294407316
INFP,50,9096,1573,0,5,11,0,1.0
ISTJ,50,8853,1562,0,4,1,0,1.0
INFP,50,6938,1131,0,6,32,0,1.0
INTJ,50,7146,1146,0,16,6,0,1.0
INFP,50,8478,1471,2,5,2,0,1.0
INTJ,50,6222,933,11,19,3,0,1.0
INFP,50,7801,1310,2,8,1,2,0.9997436226124856
ISTP,50,8000,1400,0,3,2,0,1.0
ENFP,50,7624,1350,2,11,61,4,0.9994753410283316
ISTJ,50,7594,1355,1,16,0,1,0.9998683170924414
INFP,50,6585,1087,14,21,1,0,1.0
ISTJ,42,5275,871,0,7,2,4,0.9992417061611374
ISFJ,50,9222,1597,1,10,4,0,1.0
INFJ,50,7436,1209,6,12,9,5,0.9993275954814417
INFP,50,7074,1251,2,6,31,1,0.9998586372632174
ENTP,35,5269,904,0,5,25,0,1.0
INFJ,50,9370,1740,0,6,3,0,1.0
INTP,50,5736,850,14,18,4,2,0.9996513249651325
INFJ,18,3340,571,0,0,0,0,1.0
ENFP,47,7403,1246,7,13,4,0,1.0
ISTJ,50,3896,519,11,17,1,0,1.0
ENTP,50,9366,1618,0,8,4,0,1.0
ENTP,50,6171,824,17,25,15,0,1.0
ENTP,50,8849,1520,0,13,4,0,1.0
INTP,50,8874,1497,5,9,2,0,1.0
INFJ,50,8050,1432,2,7,2,0,1.0
INFJ,50,9772,1760,0,6,11,0,1.0
INTP,50,5089,772,3,8,6,0,1.0
INFJ,50,6980,1018,7,12,27,0,1.0
ENTP,50,9518,1717,0,2,1,0,1.0
ISTJ,46,6552,1123,1,4,1,0,1.0
ENTP,48,1535,152,11,3,0,0,1.0
INTP,50,6762,1197,0,11,4,0,1.0
INTJ,50,7856,1334,2,8,0,0,1.0
ENTP,50,6761,1133,1,11,4,0,1.0
INFJ,50,6663,1129,3,13,27,0,1.0
INTP,50,7316,1189,10,10,2,0,1.0
INFP,50,7622,1319,2,8,7,0,1.0
INFP,44,7115,1246,0,13,1,0,1.0
INFP,50,5352,863,4,7,8,0,1.0
INFJ,50,7398,1219,7,10,1,0,1.0
INTP,50,9340,1584,0,38,16,0,1.0
INFJ,42,6662,1148,0,5,8,0,1.0
ENFP,50,8459,1506,0,8,2,0,1.0
INFJ,50,8862,1491,2,19,9,0,1.0
INFP,50,8994,1582,2,7,12,1,0.9998888147653991
INFJ,50,7185,1253,2,7,4,0,1.0
INFP,50,4023,561,10,11,1,0,1.0
INTJ,50,8225,1332,4,29,9,0,1.0
INFP,50,9702,1652,0,1,0,0,1.0
ENTP,50,2889,449,3,5,4,0,1.0
ENFJ,50,7209,1326,0,6,7,0,1.0
INTJ,50,6500,1089,4,13,4,0,1.0
INFP,50,8581,1472,4,6,1,0,1.0
INFJ,50,9446,1628,0,12,7,1,0.9998941350836332
INFJ,50,7688,1359,3,7,5,0,1.0
INFJ,50,7180,1183,7,9,36,0,1.0
INTP,48,8676,1459,1,9,3,0,1.0
INFJ,50,8513,1485,2,8,4,0,1.0
ISFP,50,5890,793,24,38,14,0,1.0
INTJ,50,6647,1058,4,12,5,0,1.0
INTJ,50,8313,1346,1,13,3,0,1.0
INTP,50,6493,1037,5,13,4,0,1.0
ENTP,42,6916,1189,0,11,1,0,1.0
INFP,50,6682,1086,1,10,24,0,1.0
INTP,50,3220,472,2,3,0,0,1.0
ENFP,50,9061,1600,2,9,11,2,0.9997792738108376
ISTP,50,5216,920,2,8,2,0,1.0
INTP,50,8904,1542,5,11,0,0,1.0
ENFP,50,6697,1233,0,0,4,0,1.0
ISFJ,50,6764,1154,1,18,4,0,1.0
INFP,50,4621,724,6,0,18,0,1.0
INFP,50,7614,1321,0,6,8,0,1.0
ENTP,50,7671,1350,0,10,1,0,1.0
INFP,50,6280,1069,1,16,2,0,1.0
ESFP,50,7919,1398,0,9,12,0,1.0
ENTP,50,9014,1552,2,26,9,0,1.0
INFP,50,8022,1385,0,11,1,0,1.0
INFJ,50,5938,1012,1,15,25,0,1.0
ENTP,49,5680,856,5,11,15,0,1.0
INFJ,50,7392,1325,1,15,6,1,0.9998647186147186
ENFJ,50,7310,1315,1,4,8,0,1.0
INFP,50,6748,1132,1,7,5,0,1.0
ENTP,50,7968,1472,0,7,6,0,1.0
INFJ,50,8285,1481,0,6,2,0,1.0
INFJ,50,8387,1446,0,9,0,0,1.0
INTJ,50,8227,1362,10,4,0,9,0.9989060410842349
INFP,49,5864,1014,0,6,16,0,1.0
INFJ,50,5569,895,5,9,21,0,1.0
INTP,45,6020,1040,0,6,17,0,1.0
INTP,40,6355,1047,1,8,4,0,1.0
INFP,50,7698,1359,6,11,9,0,1.0
ENFJ,50,5246,589,18,4,21,0,1.0
INFJ,50,8298,1418,3,3,6,2,0.9997589780670041
ENTP,50,6757,1213,0,4,0,0,1.0
ISTP,50,5311,912,4,10,1,0,1.0
INTP,50,8209,1466,0,9,5,0,1.0
ISFP,44,5698,970,2,9,0,0,1.0
ENTP,50,9140,1546,0,10,0,0,1.0
INFP,50,8926,1485,4,15,3,0,1.0
INFP,50,6103,978,8,19,13,0,1.0
ENTP,50,7921,1316,1,16,5,0,1.0
ENTP,50,9235,1696,1,3,4,0,1.0
INTJ,50,4753,770,2,11,0,0,1.0
ENTP,44,6303,1131,0,7,30,0,1.0
INFJ,50,8312,1488,3,6,0,0,1.0
INTJ,16,991,98,4,2,0,0,1.0
ENTP,50,8132,1403,3,12,14,0,1.0
INFJ,50,8325,1518,0,3,5,0,1.0
ESTJ,57,8402,1470,2,28,11,0,1.0
ENTP,50,7391,1209,3,15,18,3,0.9995941009335678
ENFP,50,6816,1192,1,15,12,0,1.0
INFJ,50,7365,1241,11,4,2,0,1.0
INTP,50,8335,1378,2,27,2,3,0.9996400719856029
INFP,50,9017,1607,2,5,19,0,1.0
ENFP,50,8133,1428,1,9,2,1,0.9998770441411533
ISFP,50,5647,963,5,12,3,3,0.9994687444660882
INTJ,50,9100,1637,0,10,0,1,0.9998901098901098
ISTP,50,4214,690,6,17,4,0,1.0
ISFP,50,8834,1605,0,4,17,0,1.0
INFJ,50,9495,1629,1,13,10,0,1.0
INFP,50,5459,948,3,9,23,4,0.999267265066862
INFJ,50,8326,1483,0,6,30,0,1.0
INFP,50,8974,1524,1,9,10,0,1.0
ISFJ,41,4552,810,3,12,0,0,1.0
INTP,9,1345,241,0,0,1,0,1.0
INTP,50,7688,1300,1,8,9,1,0.9998699271592092
ISFP,50,7115,1255,1,20,50,0,1.0
INTP,50,6542,1036,14,11,31,0,1.0
INFJ,50,3910,538,4,11,38,0,1.0
ISTP,50,8842,1560,0,5,28,0,1.0
INTJ,21,2789,480,0,5,8,0,1.0
INTJ,50,7408,1238,0,3,0,4,0.9994600431965442
ESFP,27,3812,648,0,4,11,0,1.0
ENTP,57,6172,1040,0,8,3,0,1.0
ENFP,50,9295,1640,0,12,9,4,0.9995696611081226
INFJ,50,8842,1541,0,12,16,0,1.0
INFJ,50,8207,1393,2,5,10,1,0.9998781527963934
INFJ,50,6986,1212,9,13,4,1,0.9998568565702834
INFJ,50,6665,1135,0,14,1,0,1.0
INTP,50,8950,1479,0,2,0,2,0.9997765363128491
ISFJ,50,7875,1376,0,6,14,1,0.9998730158730159
INFP,17,2052,287,0,6,11,0,1.0
INFP,50,7869,1387,2,5,1,0,1.0
INTP,50,5177,871,2,1,0,3,0.9994205138110875
INFP,50,5503,855,8,6,17,1,0.9998182809376703
ISFP,50,7775,1374,2,8,10,0,1.0
INFP,50,7805,1363,0,19,22,0,1.0
INTJ,50,8551,1435,0,7,2,0,1.0
INFJ,48,7456,1311,0,15,19,1,0.9998658798283262
ENTP,50,8522,1428,0,15,1,8,0.9990612532269421
INFJ,50,7326,1342,1,22,22,0,1.0
INFP,50,8383,1452,5,6,0,1,0.9998807109626625
ISFJ,50,6422,1029,11,9,0,0,1.0
INFJ,50,6205,1055,1,16,10,2,0.9996776792908945
INFJ,50,7785,1317,0,3,9,0,1.0
ENFP,50,7830,1297,0,24,44,50,0.9936143039591315
INFP,50,8113,1448,0,28,21,1,0.9998767410329101
ISFJ,50,7873,1324,4,19,18,0,1.0
ENFP,64,7956,1363,0,7,3,0,1.0
INTJ,50,8047,1417,0,4,18,0,1.0
INTJ,50,8978,1577,0,9,9,0,1.0
INTJ,50,8566,1484,0,5,14,0,1.0
INFJ,50,7452,1272,0,11,4,0,1.0
INFP,50,7103,1203,6,9,1,0,1.0
INFP,50,7156,1164,0,10,44,0,1.0
INFP,50,9714,1736,1,1,8,0,1.0
INFJ,50,6417,1133,0,10,6,0,1.0
INTP,50,6212,1086,0,3,6,0,1.0
INFP,50,6214,950,9,10,26,0,1.0
INTJ,50,7500,1284,0,6,0,0,1.0
ENTP,50,7450,1258,4,5,0,0,1.0
ENFP,50,5693,939,1,14,21,0,1.0
ENTP,50,7882,1162,15,4,1,5,0.9993656432377569
INTJ,50,9017,1602,0,7,14,0,1.0
INFJ,50,8352,1416,0,6,1,0,1.0
INFJ,50,5685,741,13,10,0,0,1.0
ISTP,50,6066,1065,0,9,17,0,1.0
INTJ,50,6445,1105,4,16,5,0,1.0
INTP,26,4656,774,1,5,6,0,1.0
INTJ,46,7673,1279,1,12,5,0,1.0
INTP,50,5853,974,4,8,2,0,1.0
INFJ,50,6050,965,14,16,14,0,1.0
ISFJ,50,4304,710,6,14,1,0,1.0
ENFP,50,5582,919,4,13,14,0,1.0
ISTJ,50,8292,1465,0,20,1,0,1.0
ESFP,50,8573,1554,0,15,28,0,1.0
INTP,50,7717,1293,3,13,0,0,1.0
INTP,27,4087,737,0,3,1,0,1.0
INFJ,50,8611,1518,0,2,9,0,1.0
ISTP,50,8834,1543,0,9,3,0,1.0
ENFJ,50,8560,1554,0,14,10,0,1.0
ENTP,72,7531,1299,2,17,14,6,0.9992032930553711
INFJ,50,5287,888,4,13,4,1,0.9998108568186117
INFJ,50,4770,772,2,5,16,0,1.0
INFP,50,8539,1359,5,7,34,1,0.9998828902681813
ENFP,50,6824,1195,1,4,17,0,1.0
INFP,50,7876,1443,0,18,9,1,0.999873031995937
INTP,50,5855,982,1,17,4,0,1.0
INFP,50,8173,1421,0,1,10,0,1.0
ENFP,50,8455,1483,0,7,11,0,1.0
ESTP,50,7191,1201,5,15,4,0,1.0
INFJ,50,8174,1381,1,14,8,5,0.9993883043797407
INFP,50,4662,774,7,16,7,0,1.0
INFJ,50,5789,982,1,10,20,0,1.0
ESTP,50,3845,588,6,6,2,0,1.0
INFJ,50,7295,1221,0,4,1,0,1.0
INTP,50,9299,1638,0,10,0,0,1.0
INTP,50,5776,972,1,17,3,0,1.0
INTP,50,7494,1283,1,7,4,1,0.9998665599145984
INFP,50,7395,1307,4,14,6,0,1.0
INTP,47,7781,1341,1,13,2,0,1.0
ENFP,50,7441,1300,1,7,0,2,0.9997312189221879
INTJ,50,6579,1045,3,7,3,0,1.0
ISTJ,50,5202,920,0,11,2,0,1.0
INFJ,50,8132,1401,2,24,11,0,1.0
INFJ,50,8093,1378,2,8,2,0,1.0
INTJ,50,7023,951,10,11,7,0,1.0
ISFJ,42,7541,1249,8,11,2,1,0.9998673915926269
INFP,50,5650,937,8,4,5,0,1.0
INFJ,50,4841,582,15,42,0,0,1.0
INFP,50,9272,1489,5,18,14,8,0.999137187230371
ISFJ,50,7073,1189,2,6,4,0,1.0
ENTJ,50,7536,1319,0,13,6,0,1.0
ENTP,50,5496,854,7,17,10,0,1.0
INFP,50,9066,1552,0,4,9,4,0.99955879108758
ISTP,50,6143,1021,0,17,10,0,1.0
INFJ,50,8044,1469,0,0,12,0,1.0
ISTP,50,8012,1401,1,2,3,0,1.0
INTP,37,5747,946,1,5,1,0,1.0
INTP,50,8394,1435,2,6,8,4,0.9995234691446271
INFJ,50,8675,1495,1,4,8,0,1.0
ISFP,50,7830,1122,14,16,7,0,1.0
INFJ,50,6109,919,11,21,5,0,1.0
ENTP,50,7433,1350,0,12,1,0,1.0
INFJ,50,9372,1644,2,10,10,0,1.0
INFJ,50,9721,1618,6,21,6,2,0.9997942598498097
INTP,40,3916,645,5,9,1,0,1.0
INFJ,50,7550,1345,0,5,20,0,1.0
ESTP,50,8477,1379,5,20,50,0,1.0
INFJ,50,4633,739,2,8,7,0,1.0
INFJ,50,8901,1503,2,9,15,2,0.9997753061453769
INFJ,37,6926,1186,0,2,2,0,1.0
INTJ,50,7372,1259,0,13,3,2,0.9997287032013022
INFP,50,7958,1298,4,15,20,0,1.0
INFJ,50,6037,1074,2,12,1,5,0.9991717740599636
INFP,50,6999,1151,5,16,0,0,1.0
ENFP,50,5382,878,1,8,10,0,1.0
INTP,50,6718,1168,1,7,12,0,1.0
INFJ,50,9334,1662,1,3,5,0,1.0
ENTJ,50,7695,1297,1,15,0,0,1.0
INTJ,50,3321,477,3,4,31,0,1.0
INTJ,50,4871,787,4,10,0,0,1.0
ESTP,13,1818,315,0,5,3,0,1.0
ENFP,50,7520,1215,7,11,4,12,0.9984042553191489
INFP,50,8472,1427,1,9,6,7,0.9991737488196412
ESFJ,50,8345,1487,0,9,28,0,1.0
ENTP,50,5981,1030,0,12,0,0,1.0
ENFJ,50,7649,1267,0,8,0,0,1.0
INFP,50,7566,1323,5,15,14,0,1.0
ENFP,50,8749,1471,0,14,20,0,1.0
INTP,50,7663,1397,0,7,0,0,1.0
INTP,50,8197,1459,2,6,11,0,1.0
INTJ,50,5518,771,16,6,4,0,1.0
INFJ,50,8567,1413,4,12,9,3,0.9996498190731878
INFP,50,9366,1553,3,6,19,0,1.0
ISFJ,50,4873,836,3,16,8,0,1.0
INFP,12,1764,297,0,2,10,4,0.9977324263038548
INFP,46,7001,1215,0,7,12,0,1.0
INFP,50,8966,1463,9,4,2,0,1.0
INTP,50,8067,1414,1,17,11,0,1.0
INTJ,39,6087,1008,0,12,7,0,1.0
ISFP,50,7911,1395,0,13,17,6,0.9992415623814941
ENFP,50,9045,1607,0,11,17,0,1.0
ISTJ,60,6762,1090,6,11,1,1,0.9998521147589471
ISTP,50,4712,814,0,10,0,0,1.0
INTJ,50,8025,1276,2,7,4,0,1.0
INFP,50,7797,1341,1,5,7,0,1.0
INFJ,50,9554,1691,0,3,1,0,1.0
ISFP,44,4212,759,0,9,3,0,1.0
ISTP,50,8217,1414,1,21,11,0,1.0
INFJ,50,7712,1323,1,3,1,0,1.0
ESTP,50,7802,1311,0,18,14,0,1.0
INFP,50,8787,1529,0,3,1,0,1.0
INFP,50,6022,1034,0,11,27,1,0.9998339422118897
INTP,50,7872,1394,0,5,0,0,1.0
INFP,50,7710,1299,0,11,8,0,1.0
INFP,50,7658,1329,2,8,21,0,1.0
INFP,50,8351,1363,9,11,5,29,0.9965273619925757
INFP,50,8855,1533,2,15,17,0,1.0
INFJ,50,8763,1544,1,7,19,0,1.0
INTJ,50,8660,1486,0,7,5,1,0.9998845265588915
INFP,50,7956,1399,0,12,0,0,1.0
INFP,50,7795,1332,4,14,25,0,1.0
ENFP,50,8949,1584,1,13,12,0,1.0
INFJ,39,6362,1163,0,6,1,0,1.0
ISFP,46,7675,1271,7,12,3,0,1.0
ENTP,50,5756,998,3,21,1,1,0.9998262682418346
ENFP,50,6300,1106,1,20,18,2,0.9996825396825397
INFP,50,3840,499,11,4,4,0,1.0
ENFP,32,4850,786,2,14,12,0,1.0
INTJ,50,7027,1087,7,13,3,3,0.9995730752810588
INTJ,10,1715,278,0,1,1,0,1.0
INTP,50,8564,1496,0,11,15,0,1.0
INTP,50,8489,1475,0,22,17,0,1.0
ENTJ,50,5327,785,7,7,1,0,1.0
INFJ,50,9531,1639,0,9,14,0,1.0
INFP,50,7645,1323,0,11,4,1,0.9998691955526487
INFJ,50,4638,736,8,7,3,0,1.0
ISTP,50,7688,1330,1,12,2,4,0.9994797086368367
ENTJ,50,7182,1253,0,20,2,0,1.0
ESTP,50,9325,1753,1,12,2,0,1.0
ENFP,50,9126,1700,0,14,11,0,1.0
INTP,50,8324,1413,0,4,1,1,0.9998798654493032
INFP,50,4172,684,0,13,19,2,0.9995206136145733
INFJ,50,6150,1036,8,10,29,0,1.0
INTP,50,5425,876,3,2,1,12,0.9977880184331798
INFP,42,6163,1061,2,7,21,0,1.0
ENTP,50,9264,1565,1,8,1,0,1.0
INTP,49,4834,814,0,17,1,0,1.0
ENTJ,50,8503,1514,0,6,8,0,1.0
ENTP,50,8257,1452,0,15,17,0,1.0
INTJ,15,1066,184,0,2,0,0,1.0
ENTJ,50,4306,403,11,21,5,2,0.9995355318160706
INTP,50,7292,1216,2,9,1,4,0.9994514536478333
INTJ,50,7321,1262,3,5,1,0,1.0
INFJ,50,8512,1325,11,10,3,2,0.9997650375939849
INTJ,50,7821,1397,2,11,9,0,1.0
INFP,50,7861,1412,0,8,0,0,1.0
INFJ,50,8180,1507,2,10,0,4,0.9995110024449878
INFP,50,9648,1671,0,19,0,0,1.0
ENTJ,21,2785,467,0,2,2,0,1.0
ISTJ,50,7776,1333,2,14,10,1,0.9998713991769548
ENTP,50,8661,1516,0,9,19,2,0.9997690797829349
INTJ,35,6085,1009,3,5,11,0,1.0
INFJ,50,9137,1575,1,5,5,0,1.0
INFJ,50,8476,1421,7,4,0,2,0.9997640396413403
INTP,50,5359,951,0,10,8,0,1.0
ESTP,50,6966,1179,0,9,4,0,1.0
INTJ,50,9135,1523,1,7,0,1,0.9998905309250137
ISFJ,50,7303,1268,0,17,7,0,1.0
ISTP,50,4052,623,11,1,12,1,0.9997532082922014
INFP,50,6283,1010,6,14,13,0,1.0
INFP,50,8212,1442,2,6,7,0,1.0
INTJ,50,7526,1320,1,10,0,0,1.0
ESFP,29,4243,746,0,11,16,0,1.0
INFP,50,9242,1611,2,4,5,0,1.0
ISFP,50,7432,1303,2,9,0,0,1.0
INTJ,50,6727,1126,3,4,9,0,1.0
INFJ,50,7750,1278,4,11,0,8,0.9989677419354839
ENTP,42,6143,1116,0,9,2,0,1.0
ENFP,50,8508,1498,1,5,13,0,1.0
ESFP,50,7851,1355,0,7,17,0,1.0
INTP,50,6583,1022,11,14,2,0,1.0
INFP,50,4124,434,17,30,0,0,1.0
INTJ,9,1197,212,0,3,0,0,1.0
ESFP,50,6167,1012,1,8,8,0,1.0
INTP,50,7425,1226,7,15,5,0,1.0
ENTJ,50,8864,1571,0,12,25,6,0.9993231046931408
INTP,29,3731,616,1,5,6,0,1.0
INFJ,50,8052,1447,0,38,65,0,1.0
INTJ,47,6712,1063,6,8,8,22,0.9967222884386174
